256,800,34,4,0,247531,3,7,30472
256,800,34,8,0,484892,3,7,31000
256,800,34,16,0,1435286,3,7,31812
256,800,34,24,0,2592728,3,7,32580
256,800,34,32,0,3070118,3,7,33636
256,800,34,48,0,4535451,3,7,35216
256,800,34,64,0,5974915,3,7,37184
256,800,34,80,0,7303101,3,7,38928
256,800,34,96,0,8885927,3,7,40500
256,800,34,128,0,11916658,3,7,43956
256,800,34,256,0,23474581,3,7,58040
256,800,34,384,0,34832827,3,7,71964
256,800,34,512,0,46523254,3,7,85648
256,800,34,4,0,420355,3,8,30376
256,800,34,8,0,848397,3,8,30764
256,800,34,16,0,1687060,3,8,31752
256,800,34,24,0,2522711,3,8,32592
256,800,34,32,0,3359776,3,8,33380
256,800,34,48,0,5049754,3,8,35252
256,800,34,64,0,6710644,3,8,37228
256,800,34,80,0,8391971,3,8,38660
256,800,34,96,0,10065103,3,8,40636
256,800,34,128,0,13420791,3,8,44004
256,800,34,256,0,26824944,3,8,57864
256,800,34,384,0,40747041,3,8,71624
256,800,34,512,0,53617643,3,8,85804
